SampleName	cluster	silhouetteValue
SampleName	cluster	silhouetteValue
TCGA-2K-A9WE-01	1	0.152579261579783
TCGA-2Z-A9J5-01	1	0.0615376399190554
TCGA-A4-7997-01	1	0.186614359741028
TCGA-A4-A772-01	1	0.163894874470933
TCGA-A4-A7UZ-01	1	0.102426204275283
TCGA-B1-A47M-01	1	0.014109612185699
TCGA-B1-A47O-01	1	0.208965064236236
TCGA-B1-A657-01	1	0.132449880253625
TCGA-B3-8121-01	1	0.0977559171684875
TCGA-B9-4114-01	1	0.21470255516365
TCGA-B9-4117-01	1	0.0857536828253472
TCGA-B9-5156-01	1	-0.00458892004794236
TCGA-B9-A5W8-01	1	0.0646619518374865
TCGA-BQ-7045-01	1	0.134984618743418
TCGA-BQ-7059-01	1	-0.051167341222085
TCGA-DW-7838-01	1	-0.0188480281506353
TCGA-DZ-6132-01	1	-0.00832329035978908
TCGA-GL-A59T-01	1	-0.00781731887300571
TCGA-GL-A9DD-01	1	0.0993798604703512
TCGA-HE-7128-01	1	0.117672908814104
TCGA-HE-A5NL-01	1	0.133489883571139
TCGA-IA-A40U-01	1	0.0464430728254473
TCGA-IA-A83T-01	1	0.200976402295538
TCGA-IA-A83V-01	1	0.0206457505533372
TCGA-IA-A83W-01	1	-0.0808151500241825
TCGA-IZ-A6M8-01	1	0.100035595374129
TCGA-IZ-A6M9-01	1	-0.0327736058404028
TCGA-KV-A6GD-01	1	0.144030134825302
TCGA-SX-A7SP-01	1	-0.0603077782630833
TCGA-UZ-A9PM-01	1	0.107005675886155
TCGA-V9-A7HT-01	1	0.0789214256006282
TCGA-Y8-A898-01	1	0.0141074927395406
TCGA-2Z-A9J1-01	2	0.0862640989419129
TCGA-2Z-A9J3-01	2	0.125715112739204
TCGA-2Z-A9J7-01	2	-0.0122094340201306
TCGA-2Z-A9JE-01	2	0.00343144438819522
TCGA-2Z-A9JL-01	2	0.116544565274652
TCGA-2Z-A9JM-01	2	0.111953375190656
TCGA-2Z-A9JQ-01	2	0.0538956622917216
TCGA-2Z-A9JR-01	2	0.105662729269253
TCGA-2Z-A9JS-01	2	0.128763925449224
TCGA-4A-A93W-01	2	0.0834591521399563
TCGA-5P-A9JY-01	2	0.0436136054110228
TCGA-5P-A9JZ-01	2	0.0321244198869572
TCGA-5P-A9K2-01	2	0.0873747594925173
TCGA-5P-A9K4-01	2	0.066290660668834
TCGA-A4-7583-01	2	0.171353982643051
TCGA-A4-7732-01	2	0.0467627943320218
TCGA-A4-8311-01	2	0.00504942492408149
TCGA-A4-8515-01	2	0.139105789819637
TCGA-A4-8516-01	2	0.300794388023935
TCGA-A4-8630-01	2	0.188397937232845
TCGA-A4-A4ZT-01	2	0.1362397881911
TCGA-A4-A5DU-01	2	-0.0144301997238684
TCGA-A4-A6HP-01	2	0.00116909840344882
TCGA-AL-3468-01	2	0.0459536037024856
TCGA-AL-3471-01	2	0.0807422401796713
TCGA-AL-3472-01	2	0.0689355552011434
TCGA-AT-A5NU-01	2	0.178179650113862
TCGA-B1-A47N-01	2	0.0106782901951611
TCGA-B1-A654-01	2	0.114239253809809
TCGA-B3-A6W5-01	2	0.0605883894922854
TCGA-B9-4113-01	2	0.126234396187998
TCGA-B9-4115-01	2	0.257007538885759
TCGA-B9-4617-01	2	0.156722542202227
TCGA-B9-5155-01	2	0.191159248339144
TCGA-B9-7268-01	2	0.0470187179554106
TCGA-B9-A5W7-01	2	0.0327366635901744
TCGA-B9-A8YH-01	2	0.178020872652348
TCGA-DW-5560-01	2	0.141875767443442
TCGA-DW-5561-01	2	0.0554730833088075
TCGA-DW-7836-01	2	0.0595033375702092
