SampleName	cluster	silhouetteValue
SampleName	cluster	silhouetteValue
TCGA-4P-AA8J-01	1	-0.146944237936532
TCGA-BA-4074-01	1	0.134417145396014
TCGA-BA-4075-01	1	0.014514404547169
TCGA-BA-5149-01	1	0.101563306214136
TCGA-BA-6868-01	1	0.0966457924137376
TCGA-BA-6871-01	1	0.152410151816803
TCGA-BA-6872-01	1	-0.110468400602885
TCGA-BA-7269-01	1	0.280053133910318
TCGA-BA-A6D8-01	1	0.0945263022238623
TCGA-BA-A8YP-01	1	0.321141667773655
TCGA-BB-4227-01	1	0.292759646584064
TCGA-BB-7871-01	1	0.232443622505581
TCGA-BB-7872-01	1	0.294515334772945
TCGA-BB-A5HU-01	1	0.309698116368855
TCGA-BB-A5HY-01	1	0.179795826366323
TCGA-BB-A6UO-01	1	0.164504377674273
TCGA-CN-4723-01	1	0.265512729980082
TCGA-CN-4727-01	1	0.053999272713327
TCGA-CN-4735-01	1	-0.109750297771582
TCGA-CN-5361-01	1	0.0265951401065563
TCGA-CN-5363-01	1	0.261067502863673
TCGA-CN-5365-01	1	0.00254041060542355
TCGA-CN-5367-01	1	0.0989382351544118
TCGA-CN-6011-01	1	0.282125843906114
TCGA-CN-6018-01	1	0.23039396997956
TCGA-CN-6022-01	1	0.175270061442748
TCGA-CN-6994-01	1	-0.0963137983289383
TCGA-CN-A49A-01	1	0.314950052458752
TCGA-CN-A63V-01	1	0.329612342906663
TCGA-CN-A642-01	1	0.0215129796762575
TCGA-CQ-5326-01	1	0.143986470998997
TCGA-CQ-5334-01	1	0.327814785464974
TCGA-CQ-6221-01	1	0.143307225750822
TCGA-CQ-7068-01	1	0.263397206416751
TCGA-CQ-7069-01	1	0.069717357774997
TCGA-CQ-7072-01	1	-0.0624456598336901
TCGA-CQ-A4CB-01	1	0.207321019619264
TCGA-CQ-A4CD-01	1	0.301030261738104
TCGA-CQ-A4CG-01	1	-0.0402085654782694
TCGA-CQ-A4CI-01	1	0.215987716927681
TCGA-CR-5247-01	1	-0.0113687462342288
TCGA-CR-6477-01	1	0.264355559264424
TCGA-CR-6478-01	1	0.263118599438524
TCGA-CR-7373-01	1	0.144535814538604
TCGA-CR-7379-01	1	0.300200849057833
TCGA-CR-7380-01	1	0.233367854130572
TCGA-CV-5431-01	1	0.290051787177062
TCGA-CV-5436-01	1	0.245833512960998
TCGA-CV-5966-01	1	-0.0999686453539342
TCGA-CV-5978-01	1	0.00578624970496937
TCGA-CV-5979-01	1	0.134909834797278
TCGA-CV-6003-01	1	0.193614765999037
TCGA-CV-6936-01	1	0.150660948793776
TCGA-CV-6937-01	1	0.192993763998824
TCGA-CV-6942-01	1	0.191818180848923
TCGA-CV-6945-01	1	0.253641203358643
TCGA-CV-6954-01	1	-0.0914443691706565
TCGA-CV-6960-01	1	0.112222230893252
TCGA-CV-6961-01	1	-0.0545496561607262
TCGA-CV-7090-01	1	0.236114997094795
TCGA-CV-7091-01	1	0.0119225000757413
TCGA-CV-7100-01	1	0.273335426573765
TCGA-CV-7102-01	1	0.191858092724529
TCGA-CV-7235-01	1	-0.0398305000055944
TCGA-CV-7236-01	1	0.282090018438571
TCGA-CV-7245-01	1	0.20776313905334
TCGA-CV-7252-01	1	0.0887890417255686
TCGA-CV-7407-01	1	0.112220717701677
TCGA-CV-7410-01	1	0.359202032557015
TCGA-CV-7413-01	1	0.155203962821591
TCGA-CV-7415-01	1	-0.0686791915281619
TCGA-CV-7416-01	1	0.438235601184981
TCGA-CV-7429-01	1	0.318639314955187
TCGA-CV-7432-01	1	0.237978673383027
TCGA-CV-7433-01	1	0.269867784660226
TCGA-CV-7434-01	1	0.307904259227782
TCGA-CV-7440-01	1	0.210640424479406
TCGA-CV-A45U-01	1	0.000479457213883332
TCGA-CV-A45Y-01	1	0.23311858193169
TCGA-CV-A6JD-01	1	0.102062167668226
TCGA-CV-A6JE-01	1	0.205091648269187
TCGA-CV-A6JM-01	1	-0.026190075917907
TCGA-CV-A6JZ-01	1	0.0331349285476754
TCGA-CV-A6K2-01	1	0.146979935942757
TCGA-CX-7219-01	1	-0.286202272962367
TCGA-CX-A4AQ-01	1	0.202747002663565
TCGA-D6-6517-01	1	-0.0804583272220328
TCGA-D6-6826-01	1	0.257347853742457
